Module,File,Function/Method,Line Number,Model Affected,Operation Type,Current Execution Path,Creates PendingApproval,Bypasses Approval Engine,Risk Level,Recommended Refactor,Dependencies,Estimated Impact
inventory,inventory/tests.py,test_approving_schema_sync_adds_columns_and_imports_rows,1721,,Raw SQL / Schema,"self.assertEqual(response.status_code, 302) ||         with connection.cursor() as cursor: ||             cursor.execute( ||                 ""SELECT column_name FROM information_schema.columns WHERE table_schema = current_schema() AND table_name = %s ORDER BY ordinal_position"", ||                 ['inventory_tape'],",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",Schema/SQL,Medium
inventory,inventory/tests.py,test_dashboard_context_processor_exposes_permitted_features,1743,Group,Create,"self.assertIn(f'{permission.content_type.app_label}.{permission.codename}', feature_choices) ||  ||     def test_dashboard_context_processor_exposes_permitted_features(self): ||         group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='nav-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_dashboard_context_processor_exposes_permitted_features,1751,DashboardFeaturePermission,Create,") ||         user.groups.add(group) ||  ||         DashboardFeaturePermission.objects.create(role=group, feature_key='operations_dashboard', can_view=True) ||  ||         self.client.force_login(user)",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_dashboard_context_processor_exposes_api_navigation_urls_for_permitted_features,1760,Group,Create,"self.assertTrue(any(entry['key'] == 'operations_dashboard' for entry in response.context['dashboard_features'])) ||  ||     def test_dashboard_context_processor_exposes_api_navigation_urls_for_permitted_features(self): ||         group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='nav-api-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_dashboard_context_processor_exposes_api_navigation_urls_for_permitted_features,1768,DashboardFeaturePermission,Create,") ||         user.groups.add(group) ||  ||         DashboardFeaturePermission.objects.create(role=group, feature_key='operations_dashboard', can_view=True) ||  ||         self.client.force_login(user)",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_dashboard_feature_exemptions_hide_feature_for_individual_user,1780,Group,Create,"self.assertEqual(entry['api_url'], reverse('api-feature-navigation', kwargs={'feature_key': 'operations_dashboard'})) ||  ||     def test_dashboard_feature_exemptions_hide_feature_for_individual_user(self): ||         group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='nav-exempt',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_dashboard_feature_exemptions_hide_feature_for_individual_user,1788,DashboardFeaturePermission,Create,") ||         user.groups.add(group) ||  ||         DashboardFeaturePermission.objects.create(role=group, feature_key='operations_dashboard', can_view=True) ||         DashboardFeatureExemption.objects.create(user=user, feature_key='operations_dashboard', is_active=True, reason='Temporary exemption')",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_dashboard_feature_exemptions_hide_feature_for_individual_user,1789,DashboardFeaturePermission,Create,"user.groups.add(group) ||  ||         DashboardFeaturePermission.objects.create(role=group, feature_key='operations_dashboard', can_view=True) ||         DashboardFeatureExemption.objects.create(user=user, feature_key='operations_dashboard', is_active=True, reason='Temporary exemption') ||  ||         self.client.force_login(user)",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_navigation_api_returns_standalone_page_payload_for_features,1806,Group,Create,"self.assertEqual(feature['url_kwargs']['feature_key'], feature['key']) ||  ||     def test_feature_navigation_api_returns_standalone_page_payload_for_features(self): ||         group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='nav-fragment-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_navigation_api_returns_standalone_page_payload_for_features,1814,DashboardFeaturePermission,Create,") ||         user.groups.add(group) ||  ||         DashboardFeaturePermission.objects.create(role=group, feature_key='shipment_approvals', can_view=True) ||  ||         self.client.force_login(user)",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_permission_does_not_confer_backup_admin_role,1826,Group,Create,"self.assertEqual(payload['target_url'], payload['fragment_url']) ||  ||     def test_feature_permission_does_not_confer_backup_admin_role(self): ||         group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='feature-role-ops',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_permission_does_not_confer_backup_admin_role,1833,DashboardFeaturePermission,Create,"password='pass1234', ||         ) ||         user.groups.add(group) ||         DashboardFeaturePermission.objects.create(role=group, feature_key='tape_inventory', can_view=True) ||  ||         self.assertTrue(is_operations_manager(user))",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_page_hides_sidebar_when_feature_key_is_present,1839,Group,Create,"self.assertFalse(is_backup_administrator(user)) ||  ||     def test_feature_page_hides_sidebar_when_feature_key_is_present(self): ||         group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='feature-page-sidebar-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_permission_does_not_grant_dashboard_access_for_custom_group_name,1855,Group,Create,"self.assertNotContains(response, 'id=""sidebarPanel""') ||  ||     def test_feature_permission_does_not_grant_dashboard_access_for_custom_group_name(self): ||         group = Group.objects.create(name='Warehouse Ops') ||         user = get_user_model().objects.create_user( ||             username='custom-group-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_permission_does_not_grant_dashboard_access_for_custom_group_name,1863,DashboardFeaturePermission,Create,") ||         user.groups.add(group) ||  ||         DashboardFeaturePermission.objects.create(role=group, feature_key='operations_dashboard', can_view=True) ||  ||         self.client.force_login(user)",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_module_allows_feature_access_without_dashboard_role,1871,Group,Create,"self.assertEqual(response.status_code, 302) ||  ||     def test_feature_module_allows_feature_access_without_dashboard_role(self): ||         group = Group.objects.create(name='Warehouse Ops') ||         user = get_user_model().objects.create_user( ||             username='feature-module-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_module_allows_feature_access_without_dashboard_role,1879,DashboardFeaturePermission,Create,") ||         user.groups.add(group) ||  ||         DashboardFeaturePermission.objects.create(role=group, feature_key='shipment_approvals', can_view=True) ||  ||         self.client.force_login(user)",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_module_renders_backup_feature_without_dashboard_sidebar,1887,Group,Create,"self.assertEqual(response.status_code, 200) ||  ||     def test_feature_module_renders_backup_feature_without_dashboard_sidebar(self): ||         group = Group.objects.create(name='Backup Administrator') ||         user = get_user_model().objects.create_user( ||             username='backup-feature-shell-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_module_renders_backup_feature_without_dashboard_sidebar,1895,DashboardFeaturePermission,Create,") ||         user.groups.add(group) ||  ||         DashboardFeaturePermission.objects.create(role=group, feature_key='tape_inventory', can_view=True) ||  ||         self.client.force_login(user)",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_link_opens_selected_section_inside_backup_dashboard,1906,Group,Create,"self.assertEqual(response.context['active_feature_key'], 'tape_inventory') ||  ||     def test_feature_link_opens_selected_section_inside_backup_dashboard(self): ||         group = Group.objects.create(name='Backup Administrator') ||         user = get_user_model().objects.create_user( ||             username='backup-feature-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_link_opens_selected_section_inside_backup_dashboard,1914,DashboardFeaturePermission,Create,") ||         user.groups.add(group) ||  ||         DashboardFeaturePermission.objects.create(role=group, feature_key='tape_inventory', can_view=True) ||  ||         self.client.force_login(user)",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_link_opens_selected_section_inside_operations_dashboard,1924,Group,Create,"self.assertEqual(response.context['active_feature_key'], 'tape_inventory') ||  ||     def test_feature_link_opens_selected_section_inside_operations_dashboard(self): ||         group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='operations-feature-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_feature_link_opens_selected_section_inside_operations_dashboard,1932,DashboardFeaturePermission,Create,") ||         user.groups.add(group) ||  ||         DashboardFeaturePermission.objects.create(role=group, feature_key='exception_management', can_view=True) ||  ||         self.client.force_login(user)",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_dashboard_summary_api_returns_counts,1952,Tape,Create,"self.client.force_login(self.user) ||  ||     def test_dashboard_summary_api_returns_counts(self): ||         Tape.objects.create( ||             volser='TAPE-001', ||             barcode='BAR-001',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_dashboard_summary_api_returns_counts,1958,Shipment,Create,"tape_type='LTO-8', ||             retention_end_date=date(2030, 1, 1), ||         ) ||         Shipment.objects.create( ||             shipment_id='SHP-1001', ||             source_location='HQ',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_dashboard_summary_api_returns_counts,1967,AuditLog,Create,"status='Pending', ||             created_by=self.user, ||         ) ||         AuditLog.objects.create( ||             name='System', ||             action='API endpoint tested',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/tests.py,test_tape_list_api_returns_tape_payload,1982,Tape,Create,"self.assertEqual(response.json()['audit_log_count'], 1) ||  ||     def test_tape_list_api_returns_tape_payload(self): ||         Tape.objects.create( ||             volser='TAPE-002', ||             barcode='BAR-002',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_tape_serializer_returns_expected_fields,1996,Tape,Create,"self.assertEqual(response.json()['results'][0]['volser'], 'TAPE-002') ||  ||     def test_tape_serializer_returns_expected_fields(self): ||         tape = Tape.objects.create( ||             volser='TAPE-003', ||             barcode='BAR-003',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_shipments_api_returns_collection,2029,Shipment,Create,"self.assertEqual(response.json()['result']['volser'], 'TAPE-004') ||  ||     def test_shipments_api_returns_collection(self): ||         Shipment.objects.create( ||             shipment_id='SHP-2001', ||             source_location='HQ',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_audit_logs_api_returns_collection,2046,AuditLog,Create,"self.assertEqual(response.json()['results'][0]['shipment_id'], 'SHP-2001') ||  ||     def test_audit_logs_api_returns_collection(self): ||         AuditLog.objects.create( ||             name='System', ||             action='Audit log fetched through API',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/tests.py,test_scratch_status_change_is_rejected_for_tape_on_legal_hold,2062,Group,Create,"class TapeStatusProtectionTests(TestCase): ||     def test_scratch_status_change_is_rejected_for_tape_on_legal_hold(self): ||         backup_group = Group.objects.create(name='Backup Administrator') ||         backup_admin = get_user_model().objects.create_user( ||             username='backup-admin-protect',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_scratch_status_change_is_rejected_for_tape_on_legal_hold,2069,Tape,Create,"password='pass1234', ||         ) ||         backup_admin.groups.add(backup_group) ||         tape = Tape.objects.create( ||             volser='TAPE-200', ||             barcode='BAR-200',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_operator_request_can_be_approved_into_a_shipment,2102,Group,Create,class TapeRequestWorkflowTests(TestCase): ||     def test_operator_request_can_be_approved_into_a_shipment(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         backup_group = Group.objects.create(name='Backup Administrator') ||         operator = get_user_model().objects.create_user(,No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_operator_request_can_be_approved_into_a_shipment,2103,Group,Create,"class TapeRequestWorkflowTests(TestCase): ||     def test_operator_request_can_be_approved_into_a_shipment(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         backup_group = Group.objects.create(name='Backup Administrator') ||         operator = get_user_model().objects.create_user( ||             username='operator-one',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_operator_request_can_be_approved_into_a_shipment,2120,Tape,Create,"last_name='Admin', ||         ) ||         backup_admin.groups.add(backup_group) ||         tape = Tape.objects.create( ||             volser='TAPE-100', ||             barcode='BAR-100',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_start_shipment_request_renders_embedded_fragment_when_requested_partially,2168,Group,Create,"class ShipmentWorkflowTests(TestCase): ||     def test_start_shipment_request_renders_embedded_fragment_when_requested_partially(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='operator-fragment',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_operator_shipment_request_stores_branch_name_as_destination,2185,Group,Create,"self.assertNotContains(response, '<!DOCTYPE html>') ||  ||     def test_operator_shipment_request_stores_branch_name_as_destination(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='operator-destination',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_operator_shipment_request_flow_reaches_courier_acceptance,2209,Group,Create,"self.assertEqual(shipment.destination_location, 'Nairobi Branch') ||  ||     def test_operator_shipment_request_flow_reaches_courier_acceptance(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         backup_group = Group.objects.create(name='Backup Administrator') ||         courier_group = Group.objects.create(name='Courier')",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_operator_shipment_request_flow_reaches_courier_acceptance,2210,Group,Create,def test_operator_shipment_request_flow_reaches_courier_acceptance(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         backup_group = Group.objects.create(name='Backup Administrator') ||         courier_group = Group.objects.create(name='Courier'),No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_operator_shipment_request_flow_reaches_courier_acceptance,2211,Group,Create,def test_operator_shipment_request_flow_reaches_courier_acceptance(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         backup_group = Group.objects.create(name='Backup Administrator') ||         courier_group = Group.objects.create(name='Courier') ||  ||         operator = get_user_model().objects.create_user(,No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_operator_shipment_request_flow_reaches_courier_acceptance,2239,CourierProfile,Create,"last_name='Guy', ||         ) ||         courier_user.groups.add(courier_group) ||         courier_profile = CourierProfile.objects.create( ||             user=courier_user, ||             courier_id='CR-100',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_operator_shipment_request_flow_reaches_courier_acceptance,2248,Tape,Create,"vehicle_number='VEH-100', ||         ) ||  ||         tape = Tape.objects.create( ||             volser='TAPE-900', ||             barcode='BAR-900',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_custody_governance_cards_use_receipt_and_delivery_records,2315,Group,Create,"class OperationsDashboardCustodyGovernanceTests(TestCase): ||     def test_custody_governance_cards_use_receipt_and_delivery_records(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='ops-custody-metrics',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_custody_governance_cards_use_receipt_and_delivery_records,2323,CourierProfile,Create,") ||         user.groups.add(operations_group) ||  ||         courier = CourierProfile.objects.create( ||             courier_id='CR-200', ||             full_name='Test Courier',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_custody_governance_cards_use_receipt_and_delivery_records,2329,Shipment,Create,"email='courier@example.com', ||         ) ||  ||         open_transfer = Shipment.objects.create( ||             shipment_type='Off-Site Transfer', ||             status='Picked Up',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_custody_governance_cards_use_receipt_and_delivery_records,2336,ShipmentReceipt,Create,"destination_location='Nairobi Branch', ||             created_by=user, ||         ) ||         ShipmentReceipt.objects.create( ||             shipment=open_transfer, ||             courier=courier,",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_custody_governance_cards_use_receipt_and_delivery_records,2344,Shipment,Create,"custody_accepted=True, ||         ) ||  ||         missing_handoff = Shipment.objects.create( ||             shipment_type='Off-Site Transfer', ||             status='Dispatched',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_custody_governance_cards_use_receipt_and_delivery_records,2352,Shipment,Create,"created_by=user, ||         ) ||  ||         delivered_without_confirmation = Shipment.objects.create( ||             shipment_type='Off-Site Transfer', ||             status='Delivered',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_custody_governance_cards_use_receipt_and_delivery_records,2360,Shipment,Create,"created_by=user, ||         ) ||  ||         completed_transfer = Shipment.objects.create( ||             shipment_type='Off-Site Transfer', ||             status='Delivered',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_custody_governance_cards_use_receipt_and_delivery_records,2367,DeliveryConfirmation,Create,"destination_location='Nairobi Branch', ||             created_by=user, ||         ) ||         DeliveryConfirmation.objects.create( ||             shipment=completed_transfer, ||             courier=courier,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_notification_view_links_render_with_target_url_hooks,2390,Group,Create,"class OperationsDashboardNotificationsTests(TestCase): ||     def test_notification_view_links_render_with_target_url_hooks(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='ops-notifications',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_notification_view_links_render_with_target_url_hooks,2397,AuditLog,Create,"password='pass1234', ||         ) ||         user.groups.add(operations_group) ||         AuditLog.objects.create( ||             name='Shipment Request Submitted', ||             action='Shipment request was submitted for review.',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/tests.py,setUp,2417,Group,Create,"class OperationsDashboardReportsTests(TestCase): ||     def setUp(self): ||         self.group = Group.objects.create(name='Operations Manager') ||         self.user = get_user_model().objects.create_user( ||             username='ops-reports',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_operations_dashboard_inventory_report_search_filters_table_rows,2442,Tape,Create,"self.assertContains(response, 'Export CSV') ||  ||     def test_operations_dashboard_inventory_report_search_filters_table_rows(self): ||         Tape.objects.create( ||             volser='TAPE-100', ||             barcode='BAR-100',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_operations_dashboard_inventory_report_search_filters_table_rows,2450,Tape,Create,"current_location='Vault A', ||             retention_end_date=date(2030, 1, 1), ||         ) ||         Tape.objects.create( ||             volser='TAPE-200', ||             barcode='BAR-200',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_signin_sends_terminal_otp_and_completes_login,2496,Group,Create,"class TwoFactorLoginTests(TestCase): ||     def test_signin_sends_terminal_otp_and_completes_login(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         user = get_user_model().objects.create_user( ||             username='otp-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_signin_redirects_dr_team_to_investigation_dashboard,2521,Group,Create,"self.assertIn('_auth_user_id', self.client.session) ||  ||     def test_signin_redirects_dr_team_to_investigation_dashboard(self): ||         dr_team_group = Group.objects.create(name='DR Team') ||         user = get_user_model().objects.create_user( ||             username='dr-otp-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_backup_dashboard_alert_bell_counts_only_unread_alerts,2544,Group,Create,"class BackupDashboardShipmentApprovalTests(TestCase): ||     def test_backup_dashboard_alert_bell_counts_only_unread_alerts(self): ||         backup_group = Group.objects.create(name='Backup Administrator') ||         backup_admin = get_user_model().objects.create_user( ||             username='backup-bell-count',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_backup_dashboard_alert_bell_counts_only_unread_alerts,2554,AuditLog,Create,") ||         backup_admin.groups.add(backup_group) ||  ||         AuditLog.objects.create( ||             name='Shipment Rejected', ||             action='An alert arrived for review.',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/tests.py,test_backup_dashboard_alert_bell_counts_only_unread_alerts,2561,AuditLog,Create,"severity='warning', ||             is_read=False, ||         ) ||         AuditLog.objects.create( ||             name='Shipment Approved', ||             action='A previous alert was already reviewed.',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/tests.py,test_backup_dashboard_marks_alerts_read_when_panel_is_opened,2576,Group,Create,"self.assertEqual(response.context['alert_count'], 1) ||  ||     def test_backup_dashboard_marks_alerts_read_when_panel_is_opened(self): ||         backup_group = Group.objects.create(name='Backup Administrator') ||         backup_admin = get_user_model().objects.create_user( ||             username='backup-new-badge',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_backup_dashboard_marks_alerts_read_when_panel_is_opened,2586,AuditLog,Create,") ||         backup_admin.groups.add(backup_group) ||  ||         alert = AuditLog.objects.create( ||             name='Shipment Rejected', ||             action='Shipment REQ-100 was rejected by the backup administrator.',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/tests.py,test_backup_dashboard_alert_renders_clickable_target_url,2608,Group,Create,"self.assertIsNotNone(alert.read_at) ||  ||     def test_backup_dashboard_alert_renders_clickable_target_url(self): ||         backup_group = Group.objects.create(name='Backup Administrator') ||         backup_admin = get_user_model().objects.create_user( ||             username='backup-clickable-alert',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
